entry_date,expiry_date,spot_entry,spot_expiry,signal,direction,K1,K2,sigma_used,entry_cost,expiry_value,pnl,pnl_pct,max_profit,max_loss,win,cumulative_pnl,equity
2004-09-30,2004-11-01,1.24339,1.2746,-1.0,bear_put,1.23096,1.24339,0.0797,0.004766,0.0,-0.004766,-1.0,0.007668,0.004766,False,0.11758099999999999,1451.2863748375744
2004-10-15,2004-11-16,1.24789,1.29619,-1.0,bear_put,1.23542,1.24789,0.0818,0.004822,0.0,-0.004822,-1.0,0.007657,0.004822,False,0.112759,1395.8700839447706
2004-10-18,2004-11-17,1.24891,1.3038,-1.0,bear_put,1.23642,1.24891,0.0816,0.004821,0.0,-0.004821,-1.0,0.007668,0.004821,False,0.10793799999999999,1340.4652854391281
2004-10-19,2004-11-18,1.25189,1.2949,-1.0,bear_put,1.23937,1.25189,0.0814,0.004829,0.0,-0.004829,-1.0,0.007689,0.004829,False,0.10310899999999999,1284.9685478361937
2004-10-20,2004-11-19,1.25789,1.3039,-1.0,bear_put,1.24531,1.25789,0.0714,0.00465,0.0,-0.00465,-1.0,0.007929,0.00465,False,0.09845899999999999,1231.5289475351694
2004-10-21,2004-11-22,1.262,1.304,-1.0,bear_put,1.24938,1.262,0.0684,0.004593,0.0,-0.004593,-1.0,0.008028,0.004593,False,0.09386599999999999,1178.7444133023514
2004-10-22,2004-11-23,1.2691,1.30971,-1.0,bear_put,1.25641,1.2691,0.0698,0.004654,0.0,-0.004654,-1.0,0.008037,0.004654,False,0.08921199999999999,1125.258843452681
2004-10-25,2004-11-24,1.2811,1.3178,-1.0,bear_put,1.26829,1.2811,0.0747,0.004809,0.0,-0.004809,-1.0,0.008002,0.004809,False,0.08440299999999999,1069.9919535929766
2004-11-04,2004-12-03,1.2873,1.3466,-1.0,bear_put,1.27443,1.2873,0.0741,0.00482,0.0,-0.00482,-1.0,0.008053,0.00482,False,0.07958299999999999,1014.5986474744957
2004-11-05,2004-12-06,1.2967,1.3396,-1.0,bear_put,1.28373,1.2967,0.0739,0.00485,0.0,-0.00485,-1.0,0.008117,0.00485,False,0.074733,958.8605697411696
2004-11-17,2004-12-16,1.3038,1.3251,-1.0,bear_put,1.29076,1.3038,0.0704,0.004795,0.0,-0.004795,-1.0,0.008243,0.004795,False,0.069938,903.7545733017264
2004-11-19,2004-12-20,1.3039,1.33921,-1.0,bear_put,1.29086,1.3039,0.0783,0.00497,0.0,-0.00497,-1.0,0.008069,0.00497,False,0.064968,846.6374091090189
2004-11-23,2004-12-22,1.30971,1.3391,-1.0,bear_put,1.29661,1.30971,0.0776,0.004978,0.0,-0.004978,-1.0,0.00812,0.004978,False,0.05999,789.4283058190193
2004-11-24,2004-12-23,1.3178,1.35121,-1.0,bear_put,1.30462,1.3178,0.0741,0.004933,0.0,-0.004933,-1.0,0.008245,0.004933,False,0.055057,732.7363599512876
